text	normalized	phones	ipa	style	source	status	reviewer	notes_or_phones_google
Hello	Hello	h e . l o		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=h e . l o
a	a	e		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=e
aaj	aaj	aa dz		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=aa jh
aaja	aaja	aa . dz ax		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=aa . jh ax
aalen	aalen	aa . l e n		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=aa . l e n
aama	aama	aa . m aa		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=aa . m aa
aamir	aamir	aa . m i r		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=aa . m i r
aankhama	aankhama	aan . kh aa . m aa		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=aan . kh aa . m aa
aao	aao	aa . o		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=aa . o
aap	aap	aa p		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=aa p
aashish	aashish	aa . s i s		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=aa . s i s
aatma	aatma	aa t . m aa		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=aa t . m aa
aaye	aaye	aa . e		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=aa . e
aayush	aayush	aa . y u s		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=aa . y u s
abbott	abbott	e . b o tx		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=e . b o tt
aberration	aberration	e . b ax . r e . s ax n		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=e . b ax . r e . s ax n
abhidharma	abhidharma	ax . bh i . dh ax r . m ax		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=ax . bh i . dh ax r . m ax
abhijeet	abhijeet	ax . bh i . dz i t		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=ax . bh i . jh i t
abhinay	abhinay	ax . bh i . n ax . y ax		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=ax . bh i . n ax . y ax
abiogenesis	abiogenesis	ax . b aa . y o . g e . n e . s i s		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=ax . b aa . y o . g e . n e . s i s
abnormal	abnormal	e b . n ax r . m ax l		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=e b . n ax r . m ax l
absolute	absolute	e b . s o . l u tx		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=e b . s o . l u tt
absorber	absorber	e b . dz ax r . b ax r		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=e b . jh ax r . b ax r
absorption	absorption	e b . dz ax r p . s ax n		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=e b . jh ax r p . s ax n
abstract	abstract	e b s . tx r y aa k tx		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=e b s . tt r y aa k tt
absurdism	absurdism	e b . s ax r . d i dz m		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=e b . s ax r . d i jh m
abundant	abundant	e . b ax n . dx e n tx		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=e . b ax n . dd e n tt
abuse	abuse	e . b y u dz		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=e . b y u jh
academia	academia	ax . k aa . dx e . m i . y aa		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=ax . k aa . dd e . m i . y aa
academic	academic	e . k e . dx e . m i k		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=e . k e . dd e . m i k
accelerometer	accelerometer	e k . s e . l e . r o . m i . tx ax r		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=e k . s e . l e . r o . m i . tt ax r
access	access	e k . s e s		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=e k . s e s
account	account	ax . k aaw n tx		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=ax . k aaw n tt
accountant	accountant	ax . k aaw n . tx e n tx		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=ax . k aaw n . tt e n tt
accounting	accounting	ax . k aaw n . tx i ng		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=ax . k aaw n . tt i ng
ace	ace	e s		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=e s
acer	acer	e . s ax r		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=e . s ax r
acetabulum	acetabulum	y aa . s i . tx y aa . b u . l ax m		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=y aa . s i . tt y aa . b u . l ax m
acetylcysteine	acetylcysteine	e . s i . tx i l . s i s . tx i n		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=e . s i . tt i l . s i s . tt i n
acharya	acharya	aa . ts aa r . y ax		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=aa . ts aa r . y ax
acid	acid	e . s i dx		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=e . s i dd
acids	acids	e . s i dx s		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=e . s i dd s
aconcagua	aconcagua	ax . k aaw n . k aa . g aa		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=ax . k aaw n . k aa . g aa
acquired	acquired	ax . k w aaj r dx		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=ax . k w aaj r dd
acrobat	acrobat	y aa k . k r o . b y aa tx		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=y aa k . k r o . b y aa tt
acrobatics	acrobatics	e k . k r o . b e . tx i k s		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=e k . k r o . b e . tt i k s
acrostic	acrostic	ax k . k r o s . tx i k		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=ax k . k r o s . tt i k
act	act	e k tx		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=e k tt
actinobacteria	actinobacteria	y aa k . tx i . n o . b y aa k . tx e . r i . y aa		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=y aa k . tt i . n o . b y aa k . tt e . r i . y aa
action	action	e k . s ax n		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=e k . s ax n
activated	activated	e k . tx i . bh e . tx e dx		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=e k . tt i . bh e . tt e dd
actus	actus	e k . tx ax s		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=e k . tt ax s
ad	ad	e dx		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=e dd
adalat	adalat	ax . d aa . l ax t		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=ax . d aa . l ax t
adams	adams	e . dx ax m s		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=e . dd ax m s
adaptation	adaptation	ax . dx y aa p . tx e . s ax n		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=ax . dd y aa p . tt e . s ax n
adcash	adcash	e dx . k y aa s		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=e dd . k y aa s
added	added	e . dx e dx		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=e . dd e dd
addicted	addicted	e . dx i k . tx e dx		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=e . dd i k . tt e dd
adenine	adenine	e dx . n aaj n		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=e dd . n aaj n
adhan	adhan	aa . dh ax n		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=aa . dh ax n
adhyay	adhyay	ax d . dh y aa . y ax		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=ax d . dh y aa . y ax
adithya	adithya	aa . d i t . t y ax		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=aa . d i t . t y ax
aditya	aditya	aa . d i t . t y ax		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=aa . d i t . t y ax
administration	administration	e dx . m i . n i s . tx r e . s ax n		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=e dd . m i . n i s . tt r e . s ax n
administrator	administrator	e dx . m i . n i s . tx r e . tx ax r		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=e dd . m i . n i s . tt r e . tt ax r
admittance	admittance	e dx . m i . tx e n s		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=e dd . m i . tt e n s
adobe	adobe	e . dx o b		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=e . dd o b
adolescent	adolescent	e . dx ax . l ax . s e n tx		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=e . dd ax . l ax . s e n tt
adolescents	adolescents	e . dx o l . s e n tx s		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=e . dd o l . s e n tt s
adrenal	adrenal	e dx . dx r i . n ax l		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=e dd . dd r i . n ax l
adsorption	adsorption	e dx . s ax r p . s ax n		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=e dd . s ax r p . s ax n
adult	adult	e . dx ax l tx		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=e . dd ax l tt
advance	advance	e dx . bh aa n s		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=e dd . bh aa n s
advanced	advanced	e dx . bh aa n s dx		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=e dd . bh aa n s dd
advertising	advertising	e dx . bh ax r . tx aaj . dz i ng		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=e dd . bh ax r . tt aaj . jh i ng
advice	advice	e dx . bh aaj s		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=e dd . bh aaj s
adviser	adviser	e dx . bh aaj . dz ax r		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=e dd . bh aaj . jh ax r
aerial	aerial	e . r i . y ax l		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=e . r i . y ax l
aerobics	aerobics	e . r o . b i k s		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=e . r o . b i k s
aerosmith	aerosmith	e . r o . s m i th		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=e . r o . s m i th
aerospace	aerospace	e . r o . s p e s		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=e . r o . s p e s
aeryn	aeryn	aaj . r i n		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=aaj . r i n
aetna	aetna	e tx . n aa		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=e tt . n aa
affair	affair	ax . ph e . y ax r		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=ax . ph e . y ax r
affairs	affairs	ax . ph e . ax r s		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=ax . ph e . ax r s
aflac	aflac	ax ph . l y aa k		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=ax ph . l y aa k
afternoon	afternoon	ax ph . tx ax r . n u n		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=ax ph . tt ax r . n u n
aftershock	aftershock	aa ph . tx ax r . s ax k		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=aa ph . tt ax r . s ax k
against	against	ax . g e n s tx		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=ax . g e n s tt
agam	agam	ax . g ax m		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=ax . g ax m
agarwal	agarwal	ax . g ax r . w aa l		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=ax . g ax r . w aa l
age	age	e dz		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=e jh
agent	agent	e . g e n tx		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=e . g e n tt
aggron	aggron	e g . g r o n		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=e g . g r o n
agilent	agilent	e . dz i . l e n tx		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=e . jh i . l e n tt
agnatha	agnatha	ax g . n aa . th aa		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=ax g . n aa . th aa
agnihotra	agnihotra	ax g . n i . h o t . t r ax		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=ax g . n i . h o t . t r ax
agranulocytosis	agranulocytosis	ax g . g r aa . n y u . l o . s aaj . tx o . s i s		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=ax g . g r aa . n y u . l o . s aaj . tt o . s i s
agreement	agreement	e . g r i . m e n tx		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=e . g r i . m e n tt
agricultural	agricultural	e g . g r i . k ax l . ts ax . r ax l		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=e g . g r i . k ax l . ts ax . r ax l
agriculture	agriculture	e g . g r i . k ax l . ts ax r		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=e g . g r i . k ax l . ts ax r
ahat	ahat	aa . h ax t		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=aa . h ax t
ahiravan	ahiravan	ax . h i . r aa . bh aa n		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=ax . h i . r aa . bh aa n
ahmedabad	ahmedabad	ax . h ax . m e . d aa . b aa d		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=ax . h ax . m e . d aa . b aa d
ahmia	ahmia	ax h . m i . y aa		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=ax h . m i . y aa
aid	aid	e d		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=e d
air	air	e . y ax r		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=e . y ax r
airbase	airbase	e . y ax r . b e s		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=e . y ax r . b e s
aircel	aircel	e . y ax r . s e l		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=e . y ax r . s e l
aircraft	aircraft	e . ax r . k r aa ph tx		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=e . ax r . k r aa ph tt
aires	aires	e . r i dz		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=e . r i jh
airfoil	airfoil	e . y ax r . ph oj l		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=e . y ax r . ph oj l
airgas	airgas	e . y ax r . g y aa s		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=e . y ax r . g y aa s
airlines	airlines	e . y ax r . l aaj n s		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=e . y ax r . l aaj n s
airmail	airmail	e . y ax r . m e l		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=e . y ax r . m e l
airport	airport	e . y ax r . p o r tx		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=e . y ax r . p o r tt
airs	airs	e . y ax r s		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=e . y ax r s
airways	airways	e . y ax r . w e dz		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=e . y ax r . w e jh
ajay	ajay	ax . dz ax . y ax		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=ax . jh ax . y ax
ak	ak	aa k		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=aa k
akash	akash	aa . k aa s		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=aa . k aa s
akbar	akbar	ax k . b ax r		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=ax k . b ax r
akiyama	akiyama	aa . k i . y aa . m aa		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=aa . k i . y aa . m aa
akshar	akshar	ax k . s y ax r		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=ax k . s y ax r
alan	alan	e . l aa n		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=e . l aa n
alaska	alaska	ax . l aa s . k aa		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=ax . l aa s . k aa
albumin	albumin	aa l . b y u . m i n		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=aa l . b y u . m i n
alcohol	alcohol	ax l . k o . h ax l		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=ax l . k o . h ax l
alcoholic	alcoholic	ax l . k o . h o . l i k		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=ax l . k o . h o . l i k
aldershot	aldershot	ax l . dx ax r . s ax tx		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=ax l . dd ax r . s ax tt
aldine	aldine	e l . dx aaj n		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=e l . dd aaj n
ale	ale	aa . l e		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=aa . l e
alex	alex	e . l e k s		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=e . l e k s
algebra	algebra	ax l . dz e b . b r aa		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=ax l . jh e b . b r aa
algebraic	algebraic	ax l . dz e b . b r i k		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=ax l . jh e b . b r i k
algemeen	algemeen	ax l . g i . m i n		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=ax l . g i . m i n
algorithm	algorithm	ax l . g o . r i . d ax m		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=ax l . g o . r i . d ax m
alhamdulillah	alhamdulillah	ax . l aa m . d u . l i l . l aa h		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=ax . l aa m . d u . l i l . l aa h
alias	alias	e . l i . y ax s		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=e . l i . y ax s
alicyclic	alicyclic	e . l i . s aaj . k l i k		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=e . l i . s aaj . k l i k
alive	alive	ax . l aaj bh		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=ax . l aaj bh
alkalosis	alkalosis	ax l . k aa . l o . s i s		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=ax l . k aa . l o . s i s
alkene	alkene	y aa l . k i n		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=y aa l . k i n
alkyne	alkyne	ax l . k aaj n		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=ax l . k aaj n
all	all	ax l		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=ax l
allahabad	allahabad	ax . l aa . h aa . b aa d		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=ax . l aa . h aa . b aa d
allen	allen	y aa . l ax n		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=y aa . l ax n
allergan	allergan	e . l ax r . g ax n		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=e . l ax r . g ax n
alliance	alliance	ax . l aaj n s		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=ax . l aaj n s
alligator	alligator	e . l i . g e . tx ax r		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=e . l i . g e . tt ax r
allopathic	allopathic	e . l o . p e . th i k		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=e . l o . p e . th i k
allopatric	allopatric	e . l o . p y aa . tx r i k		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=e . l o . p y aa . tt r i k
allowances	allowances	ax . l aaw n . s e dz		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=ax . l aaw n . s e jh
allstate	allstate	ax l . s tx e tx		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=ax l . s tt e tt
ally	ally	ax . l aaj		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=ax . l aaj
alma	alma	aa l . m aa		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=aa l . m aa
alok	alok	aa . l o k		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=aa . l o k
alone	alone	ax . l o n		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=ax . l o n
along	along	ax . l o ng		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=ax . l o ng
alpha	alpha	ax l . ph aa		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=ax l . ph aa
alphabet	alphabet	ax l . ph aa . b e tx		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=ax l . ph aa . b e tt
altered	altered	ax l . tx ax r dx		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=ax l . tt ax r dd
alternator	alternator	ax l . tx ax r . n e . tx o r		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=ax l . tt ax r . n e . tt o r
altitude	altitude	ax l . tx i . ts y u dx		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=ax l . tt i . ts y u dd
altria	altria	ax l . tx r i . y aa		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=ax l . tt r i . y aa
aluminium	aluminium	ax . l y u . m i . n i . y ax m		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=ax . l y u . m i . n i . y ax m
aluminum	aluminum	ax . l u . m i . n ax m		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=ax . l u . m i . n ax m
always	always	ax l . w e dz		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=ax l . w e jh
aman	aman	ax . m ax n		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=ax . m ax n
amanat	amanat	ax . m aa . n ax t		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=ax . m aa . n ax t
amar	amar	ax . m ax r		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=ax . m ax r
amatya	amatya	ax . m aa t . t y ax		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=ax . m aa t . t y ax
amazing	amazing	ax . m e . dz i ng		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=ax . m e . jh i ng
amazon	amazon	ax . m e . dz ax n		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=ax . m e . jh ax n
amazoncom	amazoncom	ax . m y aa . dz ax n . k ax m		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=ax . m y aa . jh ax n . k ax m
ambarnath	ambarnath	ax m . b ax r . n aa th		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=ax m . b ax r . n aa th
ambulance	ambulance	e m . b u . l e n s		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=e m . b u . l e n s
amendment	amendment	e . m e n dx . m e n tx		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=e . m e n dd . m e n tt
ameren	ameren	aa . m e . r ax n		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=aa . m e . r ax n
america	america	ax . m e . r i . k aa		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=ax . m e . r i . k aa
american	american	ax . m e . r i . k ax n		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=ax . m e . r i . k ax n
amerika	amerika	ax . m e . r i . k aa		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=ax . m e . r i . k aa
ameriprise	ameriprise	aa . m e . r i . p r aaj dz		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=aa . m e . r i . p r aaj jh
amerisourcebergen	amerisourcebergen	ax . m e . r i . s o r s . b ax r . g ax n		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=ax . m e . r i . s o r s . b ax r . g ax n
amgen	amgen	e m . dz ax n		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=e m . jh ax n
amit	amit	ax . m i t		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=ax . m i t
amitabh	amitabh	ax . m i . t aa bh		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=ax . m i . t aa bh
amman	amman	ax m . m aa n		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=ax m . m aa n
ammeter	ammeter	aa m . m i . tx ax r		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=aa m . m i . tt ax r
ammonium	ammonium	e . m o . n i . y ax m		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=e . m o . n i . y ax m
ammunition	ammunition	e . m y u . n i . s ax n		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=e . m y u . n i . s ax n
amnesia	amnesia	y aa m . n e . s i . y aa		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=y aa m . n e . s i . y aa
amortizing	amortizing	ax . m o r . tx aaj . dz i ng		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=ax . m o r . tt aaj . jh i ng
amoxicillin	amoxicillin	e . m o k . s i . l i n		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=e . m o k . s i . l i n
amplifier	amplifier	e m . p l i . ph aa . y ax r		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=e m . p l i . ph aa . y ax r
amrish	amrish	ax m . r i s		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=ax m . r i s
amrita	amrita	ax m . m r i . t aa		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=ax m . m r i . t aa
amritsar	amritsar	ax m . m r i t . s ax r		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=ax m . m r i t . s ax r
amul	amul	ax . m u l		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=ax . m u l
amusement	amusement	ax . m y u dz . m e n tx		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=ax . m y u jh . m e n tt
an	an	e n		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=e n
anabolism	anabolism	e . n aa . b o . l i . dz ax m		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=e . n aa . b o . l i . jh ax m
anaconda	anaconda	aa . n aa . k o n . dx aa		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=aa . n aa . k o n . dd aa
anadarko	anadarko	aa . n aa . d aa r . k o		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=aa . n aa . d aa r . k o
analysis	analysis	e . n aa . l aaj . s i s		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=e . n aa . l aaj . s i s
anand	anand	aa . n ax n dx		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=aa . n ax n dd
anant	anant	ax . n ax n . t ax		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=ax . n ax n . t ax
ananta	ananta	ax . n ax n . t ax		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=ax . n ax n . t ax
anasuya	anasuya	ax . n ax . s u . y aa		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=ax . n ax . s u . y aa
and	and	e n dx		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=e n dd
andaz	andaz	ax n . d aa dz		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=ax n . d aa jh
anders	anders	e n . dx ax r s		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=e n . dd ax r s
anderson	anderson	e n . dx ax r . s ax n		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=e n . dd ax r . s ax n
andersons	andersons	e n . dx ax r . s ax n s		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=e n . dd ax r . s ax n s
andha	andha	ax n . dh aa		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=ax n . dh aa
andreas	andreas	e n . dx r i . y aa dz		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=e n . dd r i . y aa jh
andrey	andrey	aa n . dx r e		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=aa n . dd r e
android	android	e n . dx r oj dx		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=e n . dd r oj dd
anemia	anemia	ax . n i . m i . y aa		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=ax . n i . m i . y aa
