text	normalized	phones	ipa	style	source	status	reviewer	notes_or_phones_google
beca	beca	b e . k aa		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=b e . k aa
becker	becker	b e . k ax r		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=b e . k ax r
beckham	beckham	b e k . h ax m		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=b e k . h ax m
becton	becton	b e k . tx ax n		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=b e k . tt ax n
bed	bed	b e dx		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=b e dd
bedroom	bedroom	b e dx . r u m		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=b e dd . r u m
bedtime	bedtime	b e dx . t aaj m		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=b e dd . t aaj m
beechcraft	beechcraft	b i ts . k r aa ph tx		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=b i ts . k r aa ph tt
beehive	beehive	b i . h axj bh		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=b i . h axj bh
beekeeping	beekeeping	b i . k i . p i ng		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=b i . k i . p i ng
beetle	beetle	b i . tx ax l		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=b i . tt ax l
beggars	beggars	b e . g ax r s		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=b e . g ax r s
behave	behave	b i . h e b		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=b i . h e b
behavior	behavior	b i . h e . b i . y ax r		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=b i . h e . b i . y ax r
behaviour	behaviour	b i . h e . b i . y ax r		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=b i . h e . b i . y ax r
belarus	belarus	b e . l aa . r u s		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=b e . l aa . r u s
believer	believer	b i . l i . bh ax r		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=b i . l i . bh ax r
bell	bell	b e l		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=b e l
belt	belt	b e l tx		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=b e l tt
bemis	bemis	b e . m i s		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=b e . m i s
bengal	bengal	b e ng . g aa l		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=b e ng . g aa l
benjamin	benjamin	b e n . dz aa . m i n		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=b e n . jh aa . m i n
benzene	benzene	b e n . dz i n		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=b e n . jh i n
benzoic	benzoic	b e n . dz oj k		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=b e n . jh oj k
berkshire	berkshire	b ax r k . s aa . y ax r		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=b ax r k . s aa . y ax r
berlin	berlin	b e r . l i n		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=b e r . l i n
bermuda	bermuda	b ax r . m u . dx aa		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=b ax r . m u . dd aa
beryllium	beryllium	b i . r i . l i . y ax m		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=b i . r i . l i . y ax m
best	best	b e s tx		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=b e s tt
bet	bet	b e tx		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=b e tt
bethe	bethe	b e . th e		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=b e . th e
betta	betta	b e . tx aa		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=b e . tt aa
betting	betting	b e . tx i ng		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=b e . tt i ng
beyond	beyond	b i . y o n dx		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=b i . y o n dd
bhaccha	bhaccha	bh aa ts . tsh aa		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=bh aa ts . tsh aa
bhadragol	bhadragol	bh ax d . d r ax . g o l		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=bh ax d . d r ax . g o l
bhai	bhai	bh aaj		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=bh aaj
bhaijaan	bhaijaan	bh aaj . dz aa n		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=bh aaj . jh aa n
bhairab	bhairab	bh axj . r ax b		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=bh axj . r ax b
bhajan	bhajan	bh ax . dz ax n		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=bh ax . jh ax n
bhakta	bhakta	bh ax k . t ax		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=bh ax k . t ax
bhalerao	bhalerao	bh aa . l e . r aa . o		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=bh aa . l e . r aa . o
bhanai	bhanai	bh ax . n aaj		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=bh ax . n aaj
bhang	bhang	bh aa ng		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=bh aa ng
bhangra	bhangra	bh aa ng . g r aa		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=bh aa ng . g r aa
bhar	bhar	bh aa r		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=bh aa r
bharadwaj	bharadwaj	bh aa . r ax . d w aa dz		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=bh aa . r ax . d w aa jh
bharat	bharat	bh ax . r ax t		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=bh ax . r ax t
bharath	bharath	bh aa . r ax t		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=bh aa . r ax t
bharwana	bharwana	bh ax r . w ax . n ax		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=bh ax r . w ax . n ax
bhatar	bhatar	bh aa . t ax r		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=bh aa . t ax r
bhatta	bhatta	bh ax tx . tx ax		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=bh ax tt . tt ax
bhattacharya	bhattacharya	bh ax tx . tx ax . ts aa r . y ax		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=bh ax tt . tt ax . ts aa r . y ax
bhattarai	bhattarai	bh ax tx . tx ax . r aaj		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=bh ax tt . tt ax . r aaj
bhature	bhature	bh ax . tx u . r e		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=bh ax . tt u . r e
bhim	bhim	bh i m		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=bh i m
bhosale	bhosale	bh o s . l e		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=bh o s . l e
bhramarpura	bhramarpura	b r ax m . m ax r . p u . r aa		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=b r ax m . m ax r . p u . r aa
bhuja	bhuja	bh u . dz aa		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=bh u . jh aa
bhutan	bhutan	bh u . tx aa n		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=bh u . tt aa n
bhutia	bhutia	bh u . tx i . y aa		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=bh u . tt i . y aa
bhuwan	bhuwan	bh u . w ax n		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=bh u . w ax n
bias	bias	b aa . y ax s		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=b aa . y ax s
bible	bible	b aaj . b ax l		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=b aaj . b ax l
bicameralism	bicameralism	b i . k aa . m e . r ax . l i dz m		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=b i . k aa . m e . r ax . l i jh m
bicarbonate	bicarbonate	b aaj . k aa r . b o . n e tx		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=b aaj . k aa r . b o . n e tt
biceps	biceps	b aaj . s e p s		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=b aaj . s e p s
bicycle	bicycle	b aaj . s aaj . k ax l		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=b aaj . s aaj . k ax l
bidhan	bidhan	b i . dh aa n		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=b i . dh aa n
bidur	bidur	b i . d u r		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=b i . d u r
big	big	b i g		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=b i g
bigbang	bigbang	b i g . b y aa ng		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=b i g . b y aa ng
bihar	bihar	b i . h aa r		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=b i . h aa r
bijay	bijay	b i . dz ax . y ax		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=b i . jh ax . y ax
bikal	bikal	b i . k ax l		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=b i . k ax l
bike	bike	b aaj k		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=b aaj k
biking	biking	b aaj . k i ng		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=b aaj . k i ng
bikram	bikram	b i k . k r ax m		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=b i k . k r ax m
bilaspur	bilaspur	b i . l aa s . p u r		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=b i . l aa s . p u r
bile	bile	b aaj l		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=b aaj l
bill	bill	b i l		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=b i l
billa	billa	b i l . l aa		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=b i l . l aa
billion	billion	b i . l i . y ax n		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=b i . l i . y ax n
billionaire	billionaire	b i . l i . y ax . n aa . y aa r		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=b i . l i . y ax . n aa . y aa r
bimala	bimala	b i . m ax . l aa		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=b i . m ax . l aa
binaytara	binaytara	b i . n ax . y ax . t aa . r aa		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=b i . n ax . y ax . t aa . r aa
bindaas	bindaas	b i n . d aa s		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=b i n . d aa s
bindiya	bindiya	b i n . dx i . y aa		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=b i n . dd i . y aa
bingo	bingo	b i ng . g o		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=b i ng . g o
binita	binita	b i . n i . t aa		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=b i . n i . t aa
binocular	binocular	b aaj . n aa . k u . l ax r		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=b aaj . n aa . k u . l ax r
binod	binod	b i . n o d		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=b i . n o d
binomial	binomial	b aaj . n o . m i . n ax l		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=b aaj . n o . m i . n ax l
biochemist	biochemist	b aa . y o . k e . m i s tx		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=b aa . y o . k e . m i s tt
biodiesel	biodiesel	b aa . y o . dx i . dz e l		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=b aa . y o . dd i . jh e l
bioethics	bioethics	b aa . y o . e . th i k s		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=b aa . y o . e . th i k s
biofuel	biofuel	b aa . y o . ph y u l		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=b aa . y o . ph y u l
biogen	biogen	b aa . y o . dz i n		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=b aa . y o . jh i n
bioinformatics	bioinformatics	b aa . y o . i n . ph o r . m y aa . tx i k s		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=b aa . y o . i n . ph o r . m y aa . tt i k s
biological	biological	b aa . y o . l o . g i . k ax l		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=b aa . y o . l o . g i . k ax l
biomedical	biomedical	b aa . y o . m e . dx i . k ax l		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=b aa . y o . m e . dd i . k ax l
biometrics	biometrics	b aa . y o . m e tx . tx r i k s		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=b aa . y o . m e tt . tt r i k s
biomolecule	biomolecule	b aa . y o . m o . l i . k y u l		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=b aa . y o . m o . l i . k y u l
bios	bios	b aa . y o s		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=b aa . y o s
biosphere	biosphere	b aa . y o s . ph i . y ax r		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=b aa . y o s . ph i . y ax r
bioterrorism	bioterrorism	b aa . y o . tx e . r ax . r i . dz ax m		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=b aa . y o . tt e . r ax . r i . jh ax m
bipedalism	bipedalism	b i . p e . dx aa . l i dz m		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=b i . p e . dd aa . l i jh m
bipul	bipul	b i . p u l		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=b i . p u l
bir	bir	b i r		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=b i r
biraj	biraj	b i . r aa dz		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=b i . r aa jh
birbal	birbal	b i r . b ax l		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=b i r . b ax l
bird	bird	b ax r dx		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=b ax r dd
birendra	birendra	b i . r e n . d r ax		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=b i . r e n . d r ax
birla	birla	b i r . l aa		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=b i r . l aa
birth	birth	b ax r th		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=b ax r th
birthday	birthday	b ax r th . dx e		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=b ax r th . dd e
birthmark	birthmark	b ax r th . m aa r k		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=b ax r th . m aa r k
birupakshya	birupakshya	b i . r u . p aa k . tsh y ax		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=b i . r u . p aa k . tsh y ax
biscuit	biscuit	b i s . k i tx		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=b i s . k i tt
bishop	bishop	b i . s ax p		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=b i . s ax p
bittorrent	bittorrent	b i tx . tx o . r e n tx		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=b i tt . tt o . r e n tt
black	black	b l y aa k		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=b l y aa k
blackbeard	blackbeard	b l y aa k . b i . y ax r dx		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=b l y aa k . b i . y ax r dd
blacklisting	blacklisting	b l y aa k . l i s . tx i ng		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=b l y aa k . l i s . tt i ng
blackmail	blackmail	b l y aa k . m e l		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=b l y aa k . m e l
blackpool	blackpool	b l y aa k . p u l		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=b l y aa k . p u l
blackrock	blackrock	b l y aa k . r ax k		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=b l y aa k . r ax k
blacksburg	blacksburg	b l y aa k s . b ax r g		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=b l y aa k s . b ax r g
blackstone	blackstone	b l y aa k . s tx o n		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=b l y aa k . s tt o n
bladder	bladder	b l aa . dx ax r		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=b l aa . dd ax r
blade	blade	b l e dx		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=b l e dd
blaise	blaise	b l aaj s		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=b l aaj s
blame	blame	b l e m		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=b l e m
bleeding	bleeding	b l i . dx i ng		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=b l i . dd i ng
blessing	blessing	b l e . s i ng		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=b l e . s i ng
blind	blind	b l aaj n dx		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=b l aaj n dd
blindness	blindness	b l aaj n dx . n e s		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=b l aaj n dd . n e s
bloat	bloat	b l o tx		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=b l o tt
block	block	b l ax k		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=b l ax k
blog	blog	b l ax g		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=b l ax g
blogger	blogger	b l ax . g ax r		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=b l ax . g ax r
blond	blond	b l ax n dx		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=b l ax n dd
blood	blood	b l ax dx		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=b l ax dd
blooper	blooper	b l u . p ax r		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=b l u . p ax r
bluetooth	bluetooth	b l u . tx u th		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=b l u . tt u th
board	board	b o r dx		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=b o r dd
boarding	boarding	b o r . dx i ng		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=b o r . dd i ng
boat	boat	b o tx		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=b o tt
bob	bob	b ax b		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=b ax b
bodh	bodh	b o dh		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=b o dh
bodhidharma	bodhidharma	b o . dh i . dh ax r . m ax		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=b o . dh i . dh ax r . m ax
bodhisattva	bodhisattva	b o . dh i . s ax t . t w ax		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=b o . dh i . s ax t . t w ax
bodybuilding	bodybuilding	b o . dx i . b i l . dx i ng		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=b o . dd i . b i l . dd i ng
bodysuit	bodysuit	b o . dx i . s u tx		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=b o . dd i . s u tt
boeing	boeing	b o . y i ng		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=b o . y i ng
bohr	bohr	b o r		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=b o r
boiling	boiling	b oj . l i ng		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=b oj . l i ng
boishakh	boishakh	b oj . s aa kh		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=b oj . s aa kh
bol	bol	b o l		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=b o l
boldness	boldness	b o l dx . n e s		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=b o l dd . n e s
bollywood	bollywood	b ax . l i . w u dx		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=b ax . l i . w u dd
bomb	bomb	b ax m		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=b ax m
bombay	bombay	b ax m . b e		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=b ax m . b e
bon	bon	b o n		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=b o n
bond	bond	b ax n dx		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=b ax n dd
bone	bone	b o n		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=b o n
bones	bones	b o n s		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=b o n s
boog	boog	b u g		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=b u g
book	book	b u k		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=b u k
books	books	b u k s		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=b u k s
boolean	boolean	b u . l i . y ax n		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=b u . l i . y ax n
boom	boom	b u m		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=b u m
boomerang	boomerang	b u . m ax . r y aa ng		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=b u . m ax . r y aa ng
boone	boone	b u n		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=b u n
boot	boot	b u tx		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=b u tt
booting	booting	b u . tx i ng		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=b u . tt i ng
booz	booz	b u dz		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=b u jh
border	border	b o r . dx ax r		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=b o r . dd ax r
borgwarner	borgwarner	b ax r g . w aa r . n ax r		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=b ax r g . w aa r . n ax r
borussia	borussia	b o . r u . s i . y aa		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=b o . r u . s i . y aa
bose	bose	b o s		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=b o s
boson	boson	b o . s ax n		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=b o . s ax n
boss	boss	b o s		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=b o s
boston	boston	b o s . tx ax n		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=b o s . tt ax n
botswana	botswana	b o t . s w aa . n aa		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=b o t . s w aa . n aa
bottle	bottle	b o . tx ax l		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=b o . tt ax l
bound	bound	b aaw n dx		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=b aaw n dd
bounded	bounded	b aaw n . dx e dx		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=b aaw n . dd e dd
bow	bow	b ow		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=b ow
bowling	bowling	b axw . l i ng		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=b axw . l i ng
box	box	b ax k s		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=b ax k s
boxing	boxing	b ax k . s i ng		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=b ax k . s i ng
boy	boy	b w oj		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=b w oj
boyfriend	boyfriend	b oj . ph r e n dx		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=b oj . ph r e n dd
boys	boys	b w aaj dz		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=b w aaj jh
bracelet	bracelet	b r aa s . l e tx		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=b r aa s . l e tt
brahma	brahma	b r ax m . m h aa		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=b r ax m . m h aa
brahmacharya	brahmacharya	b r ax m . m ax . ts ax r . y ax		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=b r ax m . m ax . ts ax r . y ax
brahmanandam	brahmanandam	b r ax h . m aa . n ax n . d ax m		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=b r ax h . m aa . n ax n . d ax m
brahmanandan	brahmanandan	b r ax h . m aa . n ax n . d ax n		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=b r ax h . m aa . n ax n . d ax n
brahmaputra	brahmaputra	b r ax m . m h ax . p u t . t r ax		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=b r ax m . m h ax . p u t . t r ax
brahmin	brahmin	b r aa h . m i n		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=b r aa h . m i n
braille	braille	b r e l		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=b r e l
brain	brain	b r e n		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=b r e n
brainstem	brainstem	b r e n . s tx e m		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=b r e n . s tt e m
brand	brand	b r aa n dx		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=b r aa n dd
brands	brands	b r aa n dx s		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=b r aa n dd s
brasil	brasil	b r aa . dz i l		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=b r aa . jh i l
brass	brass	b r aa s		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=b r aa s
brazil	brazil	b r aa . dz i l		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=b r aa . jh i l
bread	bread	b r e dx		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=b r e dd
breadbasket	breadbasket	b r e dx . b aa s . k e tx		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=b r e dd . b aa s . k e tt
break	break	b r e k		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=b r e k
breaker	breaker	b r e . k ax r		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=b r e . k ax r
breakers	breakers	b r e . k ax r s		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=b r e . k ax r s
breakfast	breakfast	b r e k . ph aa s tx		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=b r e k . ph aa s tt
breast	breast	b r e s tx		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=b r e s tt
breaststroke	breaststroke	b r e s tx . s tx r o k		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=b r e s tt . s tt r o k
breed	breed	b r i dx		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=b r i dd
breeze	breeze	b r i dz		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=b r i jh
bremen	bremen	b r e . m e n		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=b r e . m e n
brent	brent	b r e n tx		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=b r e n tt
brian	brian	b r aaj n		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=b r aaj n
brick	brick	b r i k		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=b r i k
bridge	bridge	b r i dz		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=b r i jh
bridgeport	bridgeport	b r i dz . p o r tx		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=b r i jh . p o r tt
bridgewater	bridgewater	b r i dz . w aa . tx ax r		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=b r i jh . w aa . tt ax r
brief	brief	b r i ph		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=b r i ph
briefs	briefs	b r i ph s		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=b r i ph s
briga	briga	b r i . g aa		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=b r i . g aa
brigade	brigade	b r i . g e dx		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=b r i . g e dd
bring	bring	b r i ng		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=b r i ng
bristolmyers	bristolmyers	b r i s . tx o l . m aaj . y ax r s		spoken_nepali	google_ne_lr_2018	candidate_latin		google_phones=b r i s . tt o l . m aaj . y ax r s
